Unnamed: 0,label,MainText
5096,ham,"i'm home, love ... still awake ... *loving kiss*"
5097,ham,"lol no. need cash nitros. hurry come crash out!"
5098,ham,"yes see ya dot"
5099,ham,"mm way railway"
5100,ham,"new theory: argument win situation, loses person. dont argue ur friends�."
5101,phishing,"santa calling! would little one like call santa xmas eve? call 09058094583 book time."
5102,ham,"uncle canada...wish guy great semester."
5103,ham,"late. evening"
5104,ham,"good morning plz call sir..i want talk u�something urgent�"
5105,ham,"im inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insect molested&someone plumbing,remixed evil men acid!"
5106,phishing,"free entry 2 weekly comp chance win ipod. txt pod 80182 get entry (std txt rate) t&c's apply 08452810073 detail 18+"
5107,ham,"many people seems special first sight, remain special till last sight.."
5108,ham,"nothing, smsing u n xy lor. sorry lor da guy neva c u person sort know u lor. u wan 2 meet xy ask 2 bring u along 4 next meeting."
5109,ham,"she.s fine. difficulty phone. work mine. pls send another friend request."
5110,ham,"dont search love, let love find u. thats called falling love�."
5111,ham,"let know got money carlos make call"
5112,ham,"awesome question cute answer: someone asked boy ur life? . . smiled &amp; answered: . . fine! gudnite"
5113,ham,"dude avatar 3d imp. one point thought actually fly room almost tried hittng one reflex"
5114,ham,"please send aunty's number"
5115,phishing,"ur awarded city break could win £200 summer shopping spree every wk. txt store 88039.skilgme.tscs087147403231winawk!age16+£1.50perwksub"
5116,ham,"msg rajini comes."
5117,phishing,"private! 2004 account statement 07742676564 show 786 unredeemed bonus points. claim call 08719180249 identifier code: 45239 expires"
5118,ham,"today iz yellow rose day. u love frndship give 1 misscall &amp; send ur frndz &amp; see many miss call u get. u get 6missed u marry ur lover."
5119,ham,"what's up. want come online?"
5120,ham,"pls give prometazine syrup. 5mls &lt;#&gt; min later feed."
5121,ham,"goin workout lor... muz lose e fats..."
5122,ham,"wow. never realized embarassed accomodations. thought liked it, since best could always seemed happy cave. i'm sorry give. i'm sorry offered. i'm sorry room embarassing."
5123,ham,"right! i'll make appointment right now."
5124,ham,"taking italian food. pretty dress panties? :)"
5125,ham,"ü write wat.."
5126,ham,"i'm class. holla later"
5127,ham,"interested like that."
5128,ham,"lol ok forgiven :)"
5129,ham,"coming home class, right? need work shower!"
5130,phishing,"1 new voicemail. please call 08719181513."
5131,phishing,"non-stop internet downloading pocket internet. dial *234*2900# get game special price rs.3 everyday. click play: http://goo.gl/irrij"
5132,ham,"today sorry day.! ever angry you, ever misbehaved hurt you? sorry"
5133,ham,"yo, game almost over? want go walmart soon"
5134,ham,"ok can..."
5135,ham,"wats ur opinion abt abt character?"
5136,ham,"course make stink!"
5137,ham,"charge transfer charge withdraw anyhow like"
5138,ham,"hey! u fancy meetin 4 cha  hav lil beverage me. txt ring meet l8r. quite tired got 3 v.pist ;) love pete x x x"
5139,phishing,"dear customer,u've selected stay f1ve star hotel - t0day's draw! holiday valued inr 5,00,000.dial 8927307655 claim"
5140,ham,"ill 3 min look"
5141,ham,"r meeting?"
5142,ham,"i'm already back home probably"
5143,ham,"sorry, guess whenever get hold connections, maybe hour two? i'll text"
5144,phishing,"ur going 2 bahamas! callfreefone 08081560665 speak live operator claim either bahamas cruise of£2000 cash 18+only. opt txt x 07786200117"
5145,ham,"hey morning come ask:-) pa..."
5146,ham,"oops shower u called. hey parking garage collapsed university hospital. see i'm crazy. stuff like happen."
5147,ham,"senthil group company apnt 5pm."
5148,phishing,"2/2 146tf150p�win tickets..call 08701417012"
5149,ham,"way school. pls send ashley's number"
5150,ham,"sorry battery died, yeah i'm"
5151,ham,"fine. good hear you. dear? happy new year oh."
5152,ham,"wat make people dearer bcoz happiness dat u feel u meet bcoz pain u feel u miss dem!!!"
5153,ham,"wont anything de."
5154,ham,"pay &lt;decimal&gt; lakhs:)"
5155,ham,"might go 2 sch. yar e salon v boring."
5156,ham,"hopeing wasn‘t pissed remember gone sister something!"
5157,ham,"princess, kitty shaved natural?"
5158,ham,"congrats kano..whr treat maga?"
5159,phishing,"new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy.com. txt one name 89693"
5160,ham,"maybe westshore hyde park village, place near house?"
5161,phishing,"tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery"
5162,ham,"i'm gonna home soon want talk stuff anymore tonight, k? i've cried enough today."
5163,ham,"already one guy loving you:-."
5164,ham,"account number?"
5165,ham,"ard 4 lor..."
5166,phishing,"18 day euro2004 kickoff! u kept informed latest news result daily."
5167,ham,"yup shd haf ard 10 page add figures... ü got many pages?"
5168,ham,"mmmmm ... sooooo good wake word morning, love!! mmmm ... love too, lion ... *devouring kiss across sea*"
5169,ham,"moon come color dreams, star make musical sm give warm peaceful sleep. good night"
5170,ham,"watching tv now."
5171,ham,"u..."
5172,ham,"4 oclock mine. bash flat plan."
5173,ham,"sorry da thangam.it's mistake."
5174,ham,"jade paul. didnt u txt me? u remember barmed? want 2 talk 2 u! txt"
5175,ham,"hungry buy food good lei... mum n yun dun wan juz buy little bit..."
5176,ham,"honey, pls find much sell predicte nigeria. many time used. important reply monday"
5177,ham,"uncle abbey! happy new year. abiola"
5178,ham,"know now. how's anthony. bringing money. i've school fee pay rent stuff like that. thats need help. friend need....|"
5179,ham,"excellent! wish together right now!"
5180,phishing,"dear paytm customer paytm kyc expired. contact customer care no-8927307655 immediately. account block within 24 hr. thank paytm team."
5181,phishing,"entitled update latest colour camera mobile free! call mobile update vco free 08002986906"
5182,phishing,"freemsg today's day ready! i'm & live town. love sex fun & games! netcollex ltd 08700621170150p per msg reply stop end"
5183,ham,"r ü going send me?"
5184,ham,"ok..tell me�"
5185,ham,"cinema plus drink appeal tomo? * fr thriller director like mac 8.30."
5186,ham,"wow v v impressed. fun shopping!"
5187,ham,"hiya, sorry hav signal. seen heard neither has, unusual itself! i'll put case get sort out! hug snogs."
5188,ham,"aight do, thanks comin"
5189,ham,"hmm .. bit piece lol ... *sighs* ..."
5190,ham,"hey, iouri gave number, i'm wylie, ryan's friend"
5191,phishing,"urgent! mobile number awarded £2000 bonus caller prize. call 09058095201 land line. valid 12hrs"
5192,ham,"glad talking you."
5193,phishing,"urgent! mobile number awarded £2000 prize guaranteed. call 09058094454 land line. claim 3030. valid 12hrs"
5194,ham,"love start attraction.i feel need every time around me.she first thing come thoughts.i would start day end her.she every time dream.love every breath name.my life happen around her.my life named her.i would cry her.will give happiness take sorrows.i ready fight anyone her.i love craziest thing her.love proove anyone girl beautiful lady whole planet.i always singing praise her.love start making chicken curry end makiing sambar.life beautiful then.will get every morning thank god day me.i would like say lot..will tell later.."
5195,ham,"way, i've put skip right outside front house see house is. pull it."
5196,ham,"true dear..i sat pray evening felt so.so sms'd time..."
5197,ham,"howz pain.it come today.do said ystrday.ice medicine."
5198,ham,"wat happened cruise thing"
5199,ham,"sorry din lock keypad."
5200,ham,"happy sad , one thing past is- good morning :-):-)."
5201,phishing,"okmail: dear dave final notice collect 4* tenerife holiday #5000 cash award! call 09061743806 landline. tc sae box326 cw25wx 150ppm"
5202,ham,"mum say wan go go... shun bian watch da glass exhibition..."
5203,ham,"dude u knw also telugu..thts gud..k, gud nyt.."
5204,ham,"going bed prin"
5205,phishing,"hot live fantasy call 08707500020 20p per min ntt ltd, po box 1327"
5206,phishing,"tddnewsletter@emc1.co.uk (more game thedailydraw) dear helen, dozen free game - great prizeswith.."
5207,ham,"watching house – entertaining – getting whole hugh laurie thing – even stick – indeed especially stick."
5208,ham,"could work, we'll reach consensus next meeting"
5209,ham,"tell bad character u dnt lik me. i'll try change &lt;#&gt; . add tat 2 new year resolution. waiting ur reply.be frank...good morning."
5210,ham,"challenge? know :)"
5211,ham,"s:-)kallis wont play first two odi:-)"
5212,ham,"u ask next sat not. make i'm ok lor."
5213,ham,"lul im gettin juicy gossip hospital. two nurse talking fat gettin. one think shes obese. oyea."
5214,ham,"ok�that�s fine"
5215,ham,"yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex .by way this? dont know number. joke"
5216,ham,"pls confirm time collect cheque."
5217,ham,"much eighth?"
5218,ham,"actually deleted old website..now blogging magicalsongs.blogspot.com"
5219,ham,"no..jst change tat only.."
5220,phishing,"important customer service announcement premier. call freephone 0800 542 0578 now!"
5221,ham,"yar lor actually quite fast... co da ge slow wat... haha..."
5222,ham,"cant u try new invention fly..i'm joking.,"
5223,phishing,"jamster! get free wallpaper text heart 88888 now! t&c apply. 16 only. need help? call 08701213186."
5224,ham,"got new job bar airport satsgettin 4.47per hour mean lie in! keep touch"
5225,ham,"best watch say cause get drunk"
5226,phishing,"send logo 2 ur lover - 2 name joined heart. txt love name1 name2 mobno eg love adam eve 07123456789 87077"
5227,phishing,"santa calling! would little one like call santa xmas eve? call 09077818151 book time. calls1.50ppm last 3mins 30 t&c www.santacalling.com"
5228,ham,"u're welcome... caught u using broken english again..."
5229,ham,"hey babe! far 2 spun-out 2 spk da mo... dead 2 da wrld. sleeping da sofa day, cool nytho, tx 4 fonin hon, call 2mwen im bk frmcloud 9! j x"
5230,ham,"enjoy shower possessiveness poured u ur loved ones, bcoz world lies, golden gift loved truly.."
5231,ham,"wait, know wesley town? bet hella drugs!"
5232,ham,"dude sux snake. got old raiden got buff"
5233,ham,"happen dear tell"
5234,ham,"yep fine 7.30 8.30 ice age."
5235,ham,"oh charge camera"
5236,ham,"dunno lei... thk mum lazy go out... neva ask yet..."
5237,phishing,"1 day left sawan ki bahar compt. agents/dos/clias. qualify competition win maximum prizes...sdm"
5238,ham,"also thk fast... xy suggest one me. u dun wan ok. going 2 rain leh got gd."
5239,phishing,"2nd time tried 2 contact u. u £750 pound prize. 2 claim easy, call 087187272008 now1! 10p per minute. bt-national-rate."
5240,ham,"k i, much 8th? fifty?"
5241,ham,"watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories! feeling.."
5242,phishing,"mobile 11mths ? update free orange latest colour camera mobile & unlimited weekend calls. call mobile upd8 freefone 08000839402 2stoptxt"
5243,ham,"good afternoon, love! go day ? hope maybe got lead job. think you, boytoy send passionate kiss across sea"
5244,ham,"hey ad crap nite borin without ya 2 boggy u boring biatch! thanx u wait til nxt time il ave ya"
5245,ham,"own. time fix spelling. sometimes get completely diff word. go figure"
5246,ham,"take exam march 3"
5247,ham,"bookedthe hut? also time off? way?"
5248,ham,"i've told everything stop. dont let get dehydrated."
5249,phishing,"3. received mobile content. enjoy"
5250,phishing,"eeta (25/f) inviting friend. reply yes-440 no-440 see her: www.sms.ac/u/nat2708198"
5251,phishing,"urgent message cibc account holder, kindly login secure server check information�http://2cibc.mobileupdate.gram pianostudio.com/cibcfullz/internet support"
5252,phishing,"1 new message. please call 08718738034."
5253,ham,"k..k:)how training process?"
5254,ham,"no. we'll medical mission nigeria"
5255,phishing,"mobile 10 mths? update latest orange camera/video phone free. save £s free texts/weekend calls. text yes callback orno opt"
5256,phishing,"good luck! draw take place 28th feb 06. good luck! removal send stop 87239 customer service 08708034412"
5257,phishing,"private! 2003 account statement 07973788240 show 800 un-redeemed s. i. m. points. call 08715203649 identifier code: 40533 expires 31/10/04"
5258,ham,"dance river do?"
5259,ham,"idc get here, weaseling way shit twice row"
5260,ham,"i'm see you, can't see ? maybe reboot ym ? seen buzz"
5261,ham,"emailed yifeng part oredi.. ü get fr him.."
5262,ham,"yar say got error."
5263,ham,"what's ur pin?"
5264,ham,"coming friday leave pongal?do get news work place."
5265,ham,"yup next stop."
5266,ham,"brother atlanta. wish guy great semester."
5267,phishing,"final chance! claim ur £150 worth discount voucher today! text yes 85023 now! savamob, member offer mobile! c savamob pobox84, m263uz. £3.00 sub 16"
5268,ham,"k, fyi i'm back parents' place south tampa might need deal somewhere else"
5269,phishing,"<forwarded 88877>free entry £250 weekly comp send word enter 88877 now. 18 t&c www.textcomp.com"
5270,ham,"oh ho. first time u use type word"
5271,ham,"anyway i'm going shopping now. co si done yet. dun disturb u liao."
5272,ham,"indeed way either - !"
5273,ham,"s'fine. anytime. best it."
5274,ham,"sarcasm.. .nt scarcasim"
5275,ham,"happy new year no.1 man"
5276,ham,"sweetheart, hope kind day! one load reason smile. biola"
5277,ham,"dip's cell dead. coming him. u better respond else shall come back."
5278,ham,"no. nosy guess. idk reacting i'm freaked?"
5279,phishing,"tkts euro2004 cup final £800 cash, collect call 09058099801 b4190604, pobox 7876150ppm"
5280,ham,"leaving yet. ok lor go elsewhere n eat. u thk..."
5281,ham,"ya srsly better yi tho"
5282,ham,"oh mr sheffield! wanna play game, okay. bos i'm nanny. give raise i'll give one!!"
5283,ham,"u wan 2 come dinner tonight not?"
5284,ham,"anyway holla whenever around need excuse go creep people sarasota"
5285,ham,"came hostel."
5286,ham,"forget though love .... walk beside you. watching keeping heart warm."
5287,ham,"promise take good care you, princess. run now. please send pic get chance. ttyl!"
5288,ham,"try! get lost, fact. tee hee"
5289,ham,"not?"
5290,ham,"open rebtel firefox. load put plus sign user name place, show two numbers. lower number number. pick number pin display okay!"
5291,ham,"yesterday true true."
5292,ham,"gonna ask lol think 7"
5293,phishing,"ur ringtone service changed! 25 free credits! go club4mobiles.com choose content now! stop? txt club stop 87070. 150p/wk club4 po box1146 mk45 2wt"
5294,phishing,"final chance! claim ur £150 worth discount voucher today! text yes 85023 now! savamob, member offer mobile!"
5295,ham,"10 min later k..."
5296,ham,"open door?"
5297,phishing,"thesmszone.com let send free anonymous masked messages..im sending message there..do see potential abuse???"
5298,phishing,"panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt orange contract. call mobileupd8 08000839402 call 2optout"
5299,ham,"okie..good news!!"
5300,ham,"wat u there?"
5301,ham,"kent vale lor... ü wait 4 ar?"
5302,ham,"hi chachi tried calling u unable reach u .. pl give missed cal u c tiz msg kanagu"
5303,ham,"oh baby house. come dont new picture facebook"
5304,ham,"think we're going finn's now, come"
5305,phishing,"brand new mobile music service live. free music player arrive shortly. install phone browse content top artists."
5306,phishing,"2nd time tried 2 contact u. u 750 pound prize. 2 claim easy, call 08718726970 now! 10p per min. bt-national-rate"
5307,ham,"called one pick e phone. ask already said ok."
5308,ham,"u find sitter kaitlyn? sick slept day yesterday."
5309,ham,"u still going mall?"
5310,phishing,"want new nokia 3510i colour phone deliveredtomorrow? 300 free minute mobil+ free camcorder reply call 08000930705."
5311,phishing,"hi amy, sending free phone number couple days, give access adult parties..."
5312,ham,"thanx 4 time weve spent 2geva, bin mint! ur baby want u!xxxx"
5313,ham,"enjoy watching playing football basketball. anything outdoors. you?"
5314,ham,"money 4 steve mate! !"
5315,ham,"lmao. take pic send me."
5316,phishing,"hmrc govuk:0ur record show tax refund �398.90 claime. please continue via:https://ukhmrc-tax-refund.com�to claim refund."
5317,ham,"true. passable. get high score apply phd, get 5years salary. make life easier."
5318,phishing,"guess what! somebody know secretly fancy you! wanna find is? give u call 09065394514 landline datebox1282essexcm61xn 150p/min 18"
5319,ham,"know taj mahal symbol love. lesser known fact 1. mumtaz shahjahan's 4th wife, 7 wifes. 2. shahjahan killed mumtaz's husband marry her. 3. mumtaz died &lt;#&gt; th delivery. 4. married mumtaz's sister. question arises hell love?:-| -the great hari-"
5320,phishing,"noida hottest property express way * today home ridge residency sec 135 with2,3,4 bhk available 2370p/sq. ft *for query call@9250230534"
5321,ham,"that's fine, give call know want question"
5322,ham,"shall ask one thing dont mistake me."
5323,ham,"real, baby! want bring inner tigress..."
5324,ham,"miss anything 4 ur best life but, miss ur best life anything... gud nyt..."
5325,ham,"yo guy ever figure much need alcohol? jay trying figure much safely spend weed"
5326,ham,"anything lor go go lor..."
5327,ham,"let's pool money together buy bunch lotto tickets. win get &lt;#&gt; % u get &lt;#&gt; %. deal?"
5328,ham,"lot used one babe, model help. youi bring he'll match"
5329,ham,"fran decided 2 go n e way im completely broke knackered got bout 3 c u 2mrw love janx p.s dad fone, -no credit"
5330,ham,"pls accept one day. begging change number."
5331,ham,"ü bot note oredi... co juz rem got..."
5332,ham,"ü called dad oredi..."
5333,ham,"send ur birthdate month year, tel u ur life partner's name. method calculation. reply must."
5334,ham,"hi msg me:)i'm office.."
5335,ham,"hey. got mail?"
5336,ham,"haha okay... today weekend leh..."
5337,ham,"hi you. home calicut?"
5338,ham,"also andros ice etc etc"
5339,phishing,"missed call alert. number called left message. 07008009200"
5340,ham,"swhrt u dey,hope ur ok, tot u 2day.love n miss.take care."
5341,phishing,"registered subscriber yr draw 4 £100 gift voucher b entered receipt correct ans. next olympics. txt an 80062"
5342,ham,"make happy?"
5343,ham,"i.ll give it. plus said grinule greet whenever speak"
5344,ham,"arun u transfr amt"
5345,ham,"u hav frnd name ashwini ur college?"
5346,ham,"know friend already told that."
5347,ham,"ok lor. ned 2 go toa payoh 4 2 return smth u wan 2 send wat?"
5348,ham,"normally hot mail. com see!"
5349,phishing,"dear customer,u've selected stay f1ve star hotel - t0day's draw! holiday valued inr 5,00,000.dial 7908807538 claim"
5350,ham,"good thing i'm getting connection bw"
5351,phishing,"today vodafone number ending 5263 selected receive rs.2,00,000 award. match please call 6200992462 quoting claim code 4267 standard rate apply"
5352,phishing,"hi babe jordan, r u? im home abroad lonely, text back u wanna chat xxsp visionsms.com text stop stopcost 150p 08712400603"
5353,phishing,"sms. ac jsco: energy high, u may know 2channel it. 2day ur leadership skill r strong. psychic? reply an w/question. end? reply end jsco"
5354,ham,"nah, i'm perpetual dd"
5355,ham,"u calling right? call hand phone..."
5356,ham,"common hearin r u? wat r u doing? ur day? let ask u something different. u smile today? not, now.... gud evng."
5357,ham,"like personal sized"
5358,ham,"hey kate, hope ur ok... give u buz wedlunch. go outsomewhere 4 adrink town..cud go 2watershd 4 bit? ppl fromwrk bthere. love petexxx."
5359,ham,"tell friend plan valentine day"
5360,ham,"ok anyway need change said"
5361,phishing,"100 dating service cal;l 09064012103 box334sk38ch"
5362,ham,"anything lar ü going home 4 dinner?"
5363,ham,"u gonna get deus ex?"
5364,ham,"life alle mone,eppolum oru pole allalo"
5365,ham,"mm yes dear look hugging both. :-p"
5366,ham,"cbe really good nowadays:)lot shop showrooms:)city shaping good."
5367,ham,"haha awesome, i've 4u couple times. all's coming?"
5368,ham,"1 cbe. 2 chennai."
5369,ham,"ever green person irritates u always one love u vry much!!"
5370,phishing,"mobile number gained sum us$450,000.00 mml/ref#1001, detail send name, address number email megaresult@usa.com"
5371,ham,"doing. how's queen. going royal wedding"
5372,ham,"oops sorry. check mind picking tomo half eight station. would ok?"
5373,ham,"book lesson? msg me... call work sth... i'm going get specs. membership px3748"
5374,phishing,"free msg. sorry, service ordered 81303 could delivered sufficient credit. please top receive service."
5375,ham,"height confidence: aeronautics professor askd 2 sit aeroplane. aftr sat wer told dat plane w made students. dey hurried plane.. bt 1 didnt move... said:if made students,this wont even start........ confidence.."
5376,ham,"can't friend house i'm embarassed everything scattered floor. think work it."
5377,ham,"missing too.pray inshah allah"
5378,ham,"pleased inform application airtel broadband processed successfully. installation happen within 3 days."
5379,ham,"way"
5380,phishing,"buy space invader 4 chance 2 win orig arcade game console. press 0 game arcade see o2.co.uk/games 4 term + settings."
5381,ham,"hoping would send message. rent due dont enough it. reserve completely gone. loan need hoping could her. balance &lt;#&gt; . way could get you, till mid march hope pay back."
5382,ham,"to. like love arrange."
5383,ham,"k.:)do evening da:)urgent:)"
5384,ham,"think asking gym excuse lazy people. jog."
5385,ham,"hope great new semester. wish best. made greatness."
5386,phishing,"valentine day special! win £1000 quiz take partner trip lifetime! send go 83600 now. 150p/msg rcvd. custcare:08718720201."
5387,ham,"drug able eat."
5388,ham,"ok also wan 2 watch e 9 pm show..."
5389,ham,"sorry, i'll call later. meeting sir."
5390,ham,"yo dude guess got arrested day"
5391,ham,"well, give co said didn‘t one nighters. persevered found one cheap apologise advance. somewhere sleep isnt it?"
5392,phishing,"dear customer pyatm wallet booked hold amount please complete kyc contact customer care 6200992462"
5393,ham,"type stuff sing?"
5394,phishing,"(6171-m) rmo.00 aeon rs. 4399 charged card num**97 lazo-klia2 19/10/2016. call 0327884425 perform txn code356931"
5395,ham,"could seen me..i did't recognise face.:)"
5396,ham,"wait 4 u lor... need 2 feel bad lar..."
5397,ham,"sorry, i'll call later 30 min"
5398,ham,"ok....take care.umma too..."
5399,ham,"gonna death me. i'm gonna leave note say robs fault. avenge me."
5400,ham,"maybe find something else instead???"
5401,ham,"mah b, i'll pick tomorrow"
5402,ham,"worry though, understand important put place poorly thought punishment face worst thing ever happened me. brb gonna go kill"
5403,ham,"hey leave it. big deal:-) take care."
5404,ham,"thanx..."
5405,phishing,"1 new message. please call 08715205273"
5406,ham,"otherwise part time job na-tuition.."
5407,ham,"also family going rhode island wherever leaving alone week new bong &gt;:("
5408,ham,"sorry, i'll call later..busy right now..."
5409,phishing,"simpson movie released july 2007 name band died start film? a-green day, b-blue day, c-red day. (send a, b c)"
5410,phishing,"someonone know trying contact via dating service! find could call mobile landline 09064015307 box334sk38ch"
5411,ham,"ya knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)"
5412,ham,"whole car appreciated last two! dad map reading semi argument apart thing going ok. p."
5413,ham,"merry christmas babe, love ya *kisses*"
5414,ham,"posible dnt live &lt;#&gt; century cm frwd n thnk different"
5415,ham,"lol no. trying make day little interesting"
5416,ham,"jus finish watching tv... u?"
5417,ham,"yeah got 2 v apologetic. n fallen actin like spoilt child got caught that. till 2! go there! badly cheers. you?"
5418,ham,"dont worry. guess he's busy."
5419,ham,"i'm aight. wat's happening side."
5420,ham,"hi:)cts employee you?"
5421,phishing,"congratulation ur awarded 500 cd voucher 125gift guaranteed & free entry 2 100 wkly draw txt music 87066"
5422,phishing,"link picture sent. also use http://alto18.co.uk/wave/wave.asp?o=44345"
5423,ham,"picking various point | going 2 yeovil | motor project 4 3 hour | u take home. || 12 2 5.30 max. || easy"
5424,ham,"happy saying"
5425,ham,"haha money leh... later got go tuition... haha looking empty slot driving lesson"
5426,ham,"havent shopping lor juz arrive"
5427,ham,"stalking u?"
5428,ham,"cant pick phone right now. message urgent.."
5429,phishing,"urgent! dear fl1pkart customer, trying contact you. last weekend draw show w0n rs.8,00,000 prize guaranteed. call 6200992462. claim code n32. valid 12hrs only."
5430,ham,"ta job available? let know please co really need start working"
5431,ham,"gonna let know co come bak holiday day. coming. don't4get2text number."
5432,ham,"cramp stopped. going back sleep"
5433,ham,"indian r poor india poor country. say one swiss bank directors. say &lt;#&gt; lac crore indian money deposited swiss bank used 'taxless' budget &lt;#&gt; yrs. give &lt;#&gt; crore job indians. village delhi 4 lane roads. forever free power suply &lt;#&gt; social projects. every citizen get monthly &lt;#&gt; /- &lt;#&gt; yrs. need world bank &amp; imf loan. think money blocked rich politicians. full right corrupt politicians. itna forward karo ki pura india padhe.g.m."
5434,ham,"hi harish's rent transfred ur acnt."
5435,ham,"oh k. . come tomorrow�dats sure�."
5436,ham,"reach home safe n sound liao..."
5437,ham,"set place heart mind, mind easily forgets heart always remember. wish happy valentine day!"
5438,ham,"got video tape pple type message lor. u free wan 2 help me? hee... co noe u wan 2 watch infernal affair ask u along. asking shuhui oso."
5439,ham,"hiya, good day? spoken since weekend?"
5440,ham,"sorry,"
5441,ham,"must come later.. normally bathe da afternoon mah.."
5442,ham,"didnt complete gist oh."
5443,ham,"wanna gym?"
5444,ham,"call me, senthil hsbc."
5445,ham,"lol ... made plan new years?"
5446,ham,"get home"
5447,ham,"haha... got fast lose weight, thk muz go 4 month den got effect... gee,later go aust put bk e weight."
5448,ham,"ask around there's lot term mids"
5449,ham,"fine simply sitting."
5450,ham,"mistaken�.the fact felt like would hurt show really know all."
5451,ham,"nothin come mind. ü help buy hanger lor. ur laptop heavy?"
5452,ham,"hcl chennai requires fresher voice process.excellent english needed.salary upto &lt;#&gt; .call ms.suman &lt;#&gt; telephonic interview -via indyarocks.com"
5453,ham,"545 lor... ya, go 4 dinner together..."
5454,phishing,"message important information o2 user. today lucky day! 2 find log onto http://www.urawinner.com fantastic surprise awaiting"
5455,phishing,"freemsg:feelin kinda lnly hope u like 2 keep company! jst got cam moby wanna c pic?txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242"
5456,ham,"management puzzeles."
5457,ham,"waited yesterday"
5458,ham,"hope arnt pissed id would really like see tomorrow. love xxxxxxxxxxxxxx"
5459,ham,"anything special?"
5460,ham,"u attend ur driving lesson many time wk n day?"
5461,ham,"huh cant thk oredi many page have?"
5462,ham,"oi gonna ring"
5463,phishing,"boltblue tone 150p reply poly# mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come stop 4 tone txt"
5464,ham,"please tell car key purse"
5465,ham,"aight, call close"
5466,ham,"well general price &lt;#&gt; /oz, let know if/when/how much want"
5467,ham,"seen facebook, huh? lol!"
5468,ham,"dunno lei... might b eatin wif frens... ü wan eat wait 4 ü lar"
5469,ham,"staff placement training amrita college."
5470,phishing,"dear customer pyatm wallet booked hold amount please complete kyc contact customer care 7044518857"
5471,ham,"womdarfull actor"
5472,ham,"k, pick another 8th done?"
5473,ham,"when/where pick"
5474,ham,"usually person unconscious that's child adult may behave abnormally. i.ll call"
5475,ham,"yes.he good crickiting mind"
5476,ham,"dint come us."
5477,ham,"avatar supposed subtoitles"
5478,ham,"stupid say challenge god.you dont think write instead respond immed."
5479,ham,"fine..absolutly fine"
5480,ham,"sure, get acknowledgement astoundingly tactless generally faggy demand blood oath fo"
5481,phishing,"ur tonexs subscription renewed charged £4.50. choose 10 polys month. www.clubzed.co.uk *billing msg*"
5482,ham,"oh forwarded message. thought send"
5483,ham,"sweet, may may go 4u meet carlos gauge patty's interest"
5484,ham,"didn't. spring coming early yay!"
5485,ham,"well. know mean. texting"
5486,phishing,"marvel mobile play official ultimate spider-man game (£4.50) ur mobile right now. text spider 83338 game & send u free 8ball wallpaper"
5487,ham,"nah im goin 2 wrks j wot bout u?"
5488,ham,"tap & spile seven. * pub gas st broad st canal. ok?"
5489,phishing,"urgent please call 09066612661 landline. £5000 cash luxury 4* canary island holiday await collection. t&cs sae award. 20m12aq. 150ppm. 16+ “"
5490,ham,"nothing. can..."
5491,ham,"yo watching movie netflix"
5492,ham,"lay man! let know missed thought off. great day. send bimbo ugo's numbers, ill appreciate. safe"
5493,ham,"today i'm workin free oso... gee... thgt u workin ur fren's shop ?"
5494,ham,"haiyoh... maybe hamster jealous million"
5495,ham,"pain come worse time."
5496,ham,"life style garment account please."
5497,phishing,"dear customer pay2tmkyc expired, it�s bl0cked within 24 hour, please contact customer! care ph� 7908807538 immediately verify"
5498,ham,"waiting e car dat's bored wat. co wait outside got nothing 2 do. home stuff watch tv wat."
5499,ham,"whats coming hill..... monster! hope great day. thing r going fine here, busy though!"
5500,ham,"ha ha - popped loo hello-ed me. hello!"
5501,ham,"ok lor wat time ü finish?"
5502,ham,"nokia phone lovly.."
5503,phishing,"1000's girl many local 2 u r virgin 2 & r ready 2 4fil ur every sexual need. u 4fil theirs? text cute 69911(£1.50p. m)"
5504,phishing,"today vodafone number ending 7548 selected receive rs.2,00,000 award. match please call 8536074310 quoting claim code 4041 standard rate apply"
5505,ham,"hank lotsly!"
5506,ham,"movie theatre go watch unlimited movie pay once?"
5507,ham,"wishing beautiful day. moment revealing even thing keep smiling. enjoy it."
5508,ham,"i'm tired arguing week week. want on, i'll same."
5509,phishing,"important customer service announcement. calnumber 0800 542 0826 now!"
5510,phishing,"u 447801259231 secret admirer looking 2 make contact u-find r*reveal think ur special-call 09058094597"
5511,ham,"i'm back &amp; we're packing car now, i'll let know there's room"
5512,ham,"yes meet town co go gep home. could text bus stop. worry we'll finished march … ish!"
5513,phishing,"urgent! mobile number awarded inr.2,00,000 prize guaranteed. call 8927307655 land line. claim 3030. valid 12hrs"
5514,ham,"k i'll call i'm close"
5515,ham,"sorry, i'll call later�buzy ryt nw�"
5516,ham,"hen night. going swing"
